legal_name,company_number,country,regulator,jurisdiction,license_number,license_type,status,source_status,license_date,termination_date,approved_domains,source_url,first_seen,last_seen
WSN Capital Ltd,ΗΕ 405021 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,450/24,Cyprus Investment Firm,ACTIVE,Current investment firm,23/12/2024,,wsncapitalmarkets.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Wetrade International Cy Limited,406773 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,453/25,Cyprus Investment Firm,ACTIVE,Current investment firm,17/02/2025,,wetradeeu.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Whotrades Ltd,162676 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,073/06,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,18/09/2006,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Wisdompoint Capital Ltd,307126 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,219/13,Cyprus Investment Firm,ACTIVE,Current investment firm,30/10/2013,,wisdompointcapital.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Wise Wolves Finance Ltd,361580 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,337/17,Cyprus Investment Firm,ACTIVE,Current investment firm,25/09/2017,,wise-wolves.finance,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Wonderinterest Trading Ltd,332830 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,307/16,Cyprus Investment Firm,ACTIVE,Current investment firm,09/08/2016,,investago.com; wonderinterest.com; zetano.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Woodbrook Group Ltd,338618 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,297/16,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,11/03/2016,,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
XS Markets Ltd (ex RockFrost Ltd),HE 386563 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,412/22,Cyprus Investment Firm,ACTIVE,Current investment firm,04/04/2022,,xsmarkets.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
XSpot Wealth (EU) Ltd (ex X SPOT MARKETS (EU) LTD),320496 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,235/14,Cyprus Investment Firm,ACTIVE,Current investment firm,26/05/2014,,xspot.markets; xspotwealth.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
XTB Ltd,296794 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,169/12,Cyprus Investment Firm,ACTIVE,Current investment firm,18/04/2012,,xtb.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
XTELLUS Europe Ltd,447781 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,446/24,Cyprus Investment Firm,ACTIVE,Current investment firm,,,xtelluseurope.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Xenon Capital Partners Ltd,272123 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,135/11,Cyprus Investment Firm,VOLUNTARILY_CANCELLED,Voluntary Renunciation,12/04/2011,24/06/2016,,https://www.cysec.gov.cy/en-GB/entities/investment-firms/former-investment-firms-cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
Zemblanco Investments Ltd,333296 ( Registration Date : ),Cyprus,Cyprus Securities and Exchange Commission,Cyprus,277/15,Cyprus Investment Firm,SURRENDER_PENDING,Under examination for voluntary renunciation,28/05/2015,,zemblanco.com,https://www.cysec.gov.cy/en-GB/entities/investment-firms/cypriot/,2026-08-17T11:40:31+00:00,2026-08-17T11:40:31+00:00
